cruise,cast,niskin,date,sal00,sal11,sigma_t00,sigma_t11,oxsatmm_kg,sbox0mm_kg,sbox1mm_kg,potemp090c,potemp190c,svcm,svcm1,scan,timej,times,prdm,depsm,t090c,t190c,t2_t190c,c0s_m,c1s_m,v0,cstarat0,v1,fleco_afl,v2,altm,v3,v4,sbeox0v,v5,sbeox1v,v6,par,cpar,v7,spar,latitude,longitude,c2_c1s_m,cstartr0
EN706,022,1,2023-08-12 02:04:10+00:00,31.9321,31.6437,22.5414,22.3226,231.69479,237.803,243.729,19.5398,19.5359,1516.82,1516.49,7819.0,224.086224,325.75,3.968,3.938,19.5405,19.5366,-0.0039,4.37202,4.336298,3.9214,1.0465,0.2169,0.8155,1.9982,39.96,1.1989,2.4961,2.4962,2.3968,2.3969,0.435,1.8176,100.04,0.0,1.817,41.02376,-70.99626,NaN,NaN
EN706,023,1,2023-08-12 04:10:11+00:00,32.5952,32.4165,24.5828,24.4448,263.64898,180.233,186.028,12.7282,12.7265,1496.85,1496.64,5983.0,224.17373,249.25,24.957,24.761,12.7315,12.7298,-0.0017,3.819847,3.800888,4.18,0.7873,0.132,0.3061,1.1051,22.1,0.0049,1.8256,1.8256,1.7703,1.7702,0.4313,1e-12,5.5037e-11,0.0,1.817,41.0274,-70.88542,NaN,NaN
EN706,023,2,2023-08-12 04:10:20+00:00,32.601,32.4166,24.587,24.4445,263.62737,180.201,186.182,12.7302,12.7282,1496.87,1496.64,6196.0,224.173832,258.125,24.866,24.671,12.7335,12.7315,-0.002,3.820639,3.801041,4.1814,0.786,0.135,0.3242,1.1085,22.17,0.0049,1.8265,1.8265,1.77,1.77,0.4769,1e-12,5.5037e-11,0.0,1.817,41.02736,-70.8855,NaN,NaN
EN706,023,3,2023-08-12 04:11:34+00:00,32.6096,32.3788,24.4154,24.2382,258.75496,240.546,247.555,13.6311,13.6253,1499.69,1499.4,7984.0,224.174695,332.625,13.573,13.467,13.6329,13.6271,-0.0058,3.903153,3.877825,3.8813,1.0882,0.3255,1.4672,1.6612,33.22,0.0376,2.3019,2.3019,2.2246,2.2246,0.445,0.0093791,0.5162,0.0,1.817,41.02694,-70.88598,NaN,NaN
EN706,023,4,2023-08-12 04:11:43+00:00,32.6192,32.3801,24.4301,24.2478,258.93132,240.612,247.944,13.5946,13.5825,1499.58,1499.26,8199.0,224.174798,341.583,13.626,13.52,13.5965,13.5844,-0.0121,3.900844,3.874072,3.8831,1.0864,0.3512,1.621,1.6596,33.19,0.0126,2.297,2.297,2.2179,2.2179,0.4263,0.0019734,0.10861,0.0,1.817,41.02688,-70.88602,NaN,NaN
EN706,023,5,2023-08-12 04:13:23+00:00,31.922,31.5699,22.4142,22.1462,229.73127,234.46,240.211,20.0051,20.0048,1518.11,1517.72,10592.0,224.175952,441.292,3.606,3.578,20.0058,20.0055,-0.0003,4.414352,4.370718,3.9472,1.0199,0.2061,0.7506,2.1601,43.2,1.2751,2.4816,2.4816,2.3808,2.3809,0.405,2.2266,122.55,0.0,1.817,41.02639,-70.88658,NaN,NaN
EN706,023,6,2023-08-12 04:13:32+00:00,31.9552,31.572,22.4419,22.1494,229.71978,233.997,240.293,19.9958,19.9982,1518.12,1517.7,10804.0,224.176055,450.125,3.617,3.588,19.9965,19.9989,0.0024,4.417582,4.370359,3.9506,1.0164,0.2148,0.8028,2.1589,43.18,1.2969,2.4802,2.4802,2.385,2.3851,0.4433,2.3047,126.84,0.0,1.817,41.02636,-70.88662,NaN,NaN
EN706,024,1,2023-08-12 08:14:33+00:00,31.9577,31.5715,22.872,22.585,237.1174,205.906,211.506,18.2916,18.258,1513.48,1512.95,5472.0,224.343437,227.958,17.103,16.969,18.2945,18.2609,-0.0336,4.259518,4.210278,3.5082,1.4991,0.3617,1.6843,0.1719,3.44,0.0054,2.1876,2.1876,2.1081,2.1081,0.3951,1e-12,5.5037e-11,0.0,1.817,41.31472,-70.58214,NaN,NaN
EN706,024,2,2023-08-12 08:14:40+00:00,31.953,31.5667,22.8615,22.5706,236.99834,206.346,212.175,18.3199,18.3023,1513.56,1513.07,5629.0,224.343513,234.5,17.074,16.941,18.3228,18.3052,-0.0176,4.261575,4.213782,3.5136,1.4928,0.3999,1.9137,0.1835,3.67,0.0054,2.192,2.192,2.1104,2.1104,0.3989,1e-12,5.5037e-11,0.0,1.817,41.3147,-70.58214,NaN,NaN
EN706,024,3,2023-08-12 08:14:47+00:00,31.9536,31.5626,22.8617,22.5657,236.9935,206.113,211.59,18.3207,18.3095,1513.56,1513.09,5798.0,224.343594,241.542,17.054,16.921,18.3236,18.3123,-0.0113,4.261726,4.213943,3.503,1.505,0.3685,1.7251,0.1775,3.55,0.0053,2.188,2.188,2.1065,2.1065,0.3775,1e-12,5.5037e-11,0.0,1.817,41.31468,-70.58213,NaN,NaN
EN706,024,4,2023-08-12 08:21:51+00:00,31.9182,31.4891,22.6174,22.2905,233.18875,219.156,224.754,19.1971,19.1957,1515.97,1515.48,15970.0,224.3485,665.375,12.081,11.986,19.1992,19.1978,-0.0014,4.338775,4.286375,3.7881,1.1871,0.4069,1.955,0.4277,8.56,0.0305,2.328,2.3281,2.2389,2.239,0.4286,0.0072947,0.40147,0.0,1.817,41.31394,-70.58198,NaN,NaN
EN706,024,5,2023-08-12 08:21:57+00:00,31.9215,31.4889,22.6216,22.2914,233.21319,218.924,225.472,19.1902,19.1912,1515.96,1515.47,16127.0,224.348575,671.917,12.18,12.085,19.1924,19.1934,0.001,4.338543,4.285941,3.7989,1.1754,0.4123,1.9877,0.427,8.54,0.0149,2.3267,2.3268,2.2393,2.2393,0.4135,0.0028368,0.15613,0.0,1.817,41.31392,-70.58198,NaN,NaN
EN706,024,6,2023-08-12 08:24:40+00:00,31.8908,31.4305,22.4194,22.0683,230.25303,224.636,229.705,19.8931,19.8952,1517.75,1517.25,20033.0,224.350459,834.667,3.038,3.014,19.8936,19.8957,0.0021,4.399965,4.343258,3.8897,1.0795,0.2989,1.3074,0.8868,17.74,1.6376,2.3985,2.3986,2.3013,2.3014,0.3892,5.2975,291.55,0.0,1.817,41.31362,-70.58188,NaN,NaN
EN706,024,7,2023-08-12 08:24:49+00:00,31.8933,31.431,22.4214,22.0693,230.25076,224.867,231.334,19.8927,19.8928,1517.76,1517.24,20248.0,224.350563,843.625,3.097,3.073,19.8933,19.8933,0.0,4.400236,4.343105,3.8899,1.0793,0.3016,1.3234,0.882,17.64,1.5768,2.3953,2.3954,2.3012,2.3012,0.4002,4.7621,262.09,0.0,1.817,41.3136,-70.58188,NaN,NaN
EN706,024,8,2023-08-12 08:24:56+00:00,31.9003,31.4354,22.4355,22.0849,230.38405,223.722,228.928,19.8587,19.845,1517.68,1517.12,20402.0,224.350637,850.042,3.42,3.393,19.8593,19.8456,-0.0137,4.397933,4.33925,3.883,1.0865,0.287,1.2361,0.873,17.46,1.4241,2.3954,2.3955,2.2972,2.2973,0.3541,3.1756,174.77,0.0,1.817,41.3136,-70.58186,NaN,NaN
EN706,024,9,2023-08-12 08:25:03+00:00,31.8981,31.435,22.4316,22.0784,230.35034,224.691,230.432,19.8675,19.8689,1517.69,1517.18,20579.0,224.350722,857.417,3.156,3.132,19.868,19.8695,0.0014,4.398474,4.341385,3.879,1.0906,0.3037,1.3362,0.8794,17.59,1.5485,2.3955,2.3955,2.2977,2.2978,0.3956,4.3712,240.58,0.0,1.817,41.31358,-70.58186,NaN,NaN
EN706,025,1,2023-08-12 10:44:06+00:00,32.2771,32.2769,24.1431,24.1433,258.94952,197.754,202.362,13.7051,13.7034,1499.76,1499.76,5007.0,224.447287,208.583,26.533,26.325,13.7088,13.7071,-0.0017,3.874842,3.874669,4.0255,0.9401,0.1927,0.67,0.2269,4.54,0.9487,1.9732,1.9732,1.9042,1.9041,0.4357,0.95277,0.23188,0.0,410.9,41.15628,-70.8785,NaN,NaN
