cruise,cast,niskin,date,sal00,sal11,sigma_t00,sigma_t11,oxsatmm_kg,sbox0mm_kg,sbox1mm_kg,potemp090c,potemp190c,svcm,svcm1,scan,timej,times,prdm,depsm,t090c,t190c,t2_t190c,c0s_m,c1s_m,v0,cstarat0,v1,fleco_afl,v2,altm,v3,v4,sbeox0v,v5,sbeox1v,v6,par,cpar,v7,spar,latitude,longitude,c2_c1s_m,cstartr0
EN706,013,5,2023-08-10 07:53:14+00:00,35.8746,35.8624,26.7525,26.7538,248.48315,135.539,141.414,14.499,14.4492,1508.15,1507.98,21278.0,222.328629,886.542,120.273,119.316,14.5169,14.467,-0.0498,4.34442,4.338114,4.4768,0.5092,0.0797,-0.0079,4.4173,88.35,0.0037,1.5489,1.549,1.5126,1.5128,1.0672,1e-12,5.5037e-11,0.0,1.817,40.04692,-70.88584,NaN,NaN
EN706,013,6,2023-08-10 07:53:24+00:00,35.8805,35.8799,26.7495,26.7483,248.30049,136.482,142.376,14.5335,14.5367,1508.28,1508.29,21506.0,222.328739,896.042,121.016,120.053,14.5516,14.5547,0.0032,4.348565,4.348815,4.4769,0.5092,0.0806,-0.0025,4.3815,87.63,0.0037,1.5559,1.5561,1.5224,1.5226,1.0533,1e-12,5.5037e-11,0.0,1.817,40.04694,-70.88588,NaN,NaN
EN706,013,7,2023-08-10 07:55:36+00:00,35.689,35.6875,26.5131,26.5125,246.63054,175.987,183.145,14.9439,14.9415,1508.67,1508.66,24681.0,222.33027,1028.333,80.447,79.815,14.9561,14.9537,-0.0024,4.366392,4.365993,4.4665,0.5185,0.0941,0.0786,0.4197,8.39,0.0057,1.8754,1.8758,1.8258,1.8262,0.7893,1e-12,5.5037e-11,0.0,1.817,40.04678,-70.88624,NaN,NaN
EN706,013,8,2023-08-10 07:55:46+00:00,35.6896,35.688,26.5134,26.5128,246.62696,176.287,183.235,14.9444,14.9416,1508.67,1508.66,24917.0,222.330384,1038.167,80.445,79.813,14.9566,14.9538,-0.0028,4.366507,4.36606,4.4665,0.5185,0.0931,0.0727,0.4159,8.32,0.0058,1.8787,1.8791,1.8291,1.8295,0.8233,1e-12,5.5037e-11,0.0,1.817,40.04678,-70.88626,NaN,NaN
EN706,013,9,2023-08-10 07:58:21+00:00,34.6807,34.6812,25.6578,25.6444,246.61738,216.923,225.924,15.3016,15.3638,1507.96,1508.16,28655.0,222.332187,1193.917,41.598,41.275,15.3079,15.3702,0.0623,4.28865,4.294801,4.2307,0.7385,0.3481,1.6025,0.3393,6.79,0.0057,2.1956,2.1961,2.1397,2.1402,0.4805,1e-12,5.5037e-11,0.0,1.817,40.04672,-70.88648,NaN,NaN
EN706,013,10,2023-08-10 07:58:30+00:00,34.6701,34.6753,25.6816,25.6687,247.34255,216.274,223.959,15.1571,15.2337,1507.5,1507.75,28864.0,222.332287,1202.625,41.882,41.557,15.1635,15.2401,0.0766,4.273386,4.281439,4.2425,0.7272,0.3447,1.5823,0.021,0.42,0.006,2.1996,2.2002,2.1409,2.1414,0.4529,1e-12,5.5037e-11,0.0,1.817,40.0467,-70.88648,NaN,NaN
EN706,013,11,2023-08-10 07:58:40+00:00,34.6919,34.6971,25.6439,25.6508,246.1049,216.275,225.361,15.4029,15.3903,1508.29,1508.25,29091.0,222.332397,1212.083,41.285,40.965,15.4092,15.3966,-0.0126,4.299788,4.299134,4.2357,0.7337,0.3598,1.6726,0.0267,0.53,0.006,2.2017,2.2022,2.146,2.1466,0.445,1e-12,5.5037e-11,0.0,1.817,40.04671,-70.8865,NaN,NaN
EN706,013,12,2023-08-10 07:58:50+00:00,34.7052,34.704,25.6295,25.632,245.54662,216.948,225.306,15.5133,15.4977,1508.64,1508.59,29352.0,222.332523,1222.958,41.115,40.796,15.5196,15.504,-0.0156,4.312065,4.310402,4.2239,0.7449,0.3783,1.7837,0.0247,0.49,0.0059,2.2066,2.2071,2.1479,2.1485,0.445,1e-12,5.5037e-11,0.0,1.817,40.04666,-70.88652,NaN,NaN
EN706,013,13,2023-08-10 08:00:09+00:00,35.0051,35.0036,24.7368,24.7351,224.64574,264.222,273.547,20.1034,20.1054,1522.31,1522.32,31248.0,222.333437,1301.958,31.787,31.541,20.1093,20.1113,0.002,4.804922,4.804947,4.3364,0.6383,0.1299,0.2936,0.0221,0.44,0.0059,2.7775,2.7781,2.6827,2.6833,0.4029,1e-12,5.5037e-11,0.0,1.817,40.04658,-70.88674,NaN,NaN
EN706,013,14,2023-08-10 08:00:23+00:00,35.0157,35.0118,24.7488,24.7474,224.69191,264.44,273.37,20.0882,20.0823,1522.28,1522.26,31577.0,222.333596,1315.667,31.72,31.474,20.0941,20.0881,-0.006,4.80467,4.803586,4.3333,0.6413,0.1308,0.2989,0.0594,1.19,0.0061,2.776,2.7767,2.6797,2.6804,0.4592,1e-12,5.5037e-11,0.0,1.817,40.04656,-70.88678,NaN,NaN
EN706,013,15,2023-08-10 08:02:15+00:00,35.1025,35.1033,24.5329,24.5339,220.35408,261.189,271.571,21.138,21.1366,1525.15,1525.15,34252.0,222.334886,1427.125,26.792,26.585,21.1431,21.1417,-0.0014,4.92231,4.922259,4.3602,0.6162,0.1164,0.2126,0.0281,0.56,0.006,2.8021,2.8027,2.7123,2.713,0.4088,1e-12,5.5037e-11,0.0,1.817,40.0465,-70.88698,NaN,NaN
EN706,013,16,2023-08-10 08:02:23+00:00,35.1036,35.1,24.5185,24.5254,220.13327,262.614,270.785,21.1937,21.1583,1525.3,1525.21,34444.0,222.334978,1435.125,26.929,26.721,21.1988,21.1635,-0.0353,4.92817,4.924087,4.3594,0.6169,0.1151,0.2043,0.0205,0.41,0.0061,2.8119,2.8125,2.7086,2.7092,0.4424,1e-12,5.5037e-11,0.0,1.817,40.0465,-70.88698,NaN,NaN
EN706,013,17,2023-08-10 08:02:34+00:00,35.1035,35.1041,24.5303,24.5302,220.30404,261.227,271.499,21.1503,21.1523,1525.19,1525.19,34708.0,222.335106,1446.125,26.844,26.637,21.1555,21.1574,0.002,4.923702,4.923978,4.357,0.6191,0.1138,0.1964,0.0194,0.39,0.0061,2.8017,2.8023,2.7104,2.7111,0.4376,1e-12,5.5037e-11,0.0,1.817,40.04648,-70.887,NaN,NaN
EN706,013,18,2023-08-10 08:02:44+00:00,35.105,35.1056,24.5327,24.5334,220.32035,262.136,270.36,21.1456,21.1448,1525.18,1525.18,34946.0,222.33522,1456.042,27.006,26.798,21.1508,21.15,-0.0008,4.923414,4.923404,4.3566,0.6195,0.1131,0.1928,0.6268,12.54,0.0058,2.8077,2.8084,2.7079,2.7085,0.4426,1e-12,5.5037e-11,0.0,1.817,40.04646,-70.88702,NaN,NaN
EN706,013,19,2023-08-10 08:04:39+00:00,34.9217,34.9243,23.0014,23.0038,203.24136,200.673,208.145,25.912,25.9105,1536.56,1536.56,37711.0,222.336554,1571.25,3.701,3.672,25.9128,25.9113,-0.0015,5.392087,5.392282,4.4347,0.5475,0.091,0.0599,0.0179,0.36,1.3365,2.4238,2.4244,2.3378,2.3384,0.4055,2.5589,140.83,0.0,1.817,40.04636,-70.88718,NaN,NaN
EN706,013,20,2023-08-10 08:04:46+00:00,34.9225,34.925,23.0049,23.007,203.27162,201.067,208.302,25.9028,25.9019,1536.53,1536.53,37888.0,222.336639,1578.625,3.329,3.303,25.9035,25.9026,-0.0009,5.391199,5.391452,4.4335,0.5486,0.0869,0.0355,0.0133,0.27,1.3516,2.426,2.4266,2.3336,2.3341,0.4011,2.6149,143.92,0.0,1.817,40.04636,-70.8872,NaN,NaN
EN706,013,21,2023-08-10 08:04:53+00:00,34.9228,34.9252,23.0037,23.006,203.25585,201.202,208.078,25.9072,25.9056,1536.55,1536.55,38057.0,222.336721,1585.667,3.976,3.945,25.9081,25.9065,-0.0016,5.391751,5.391915,4.4283,0.5533,0.083,0.0122,0.0308,0.62,1.2983,2.4233,2.4239,2.3353,2.3358,0.3987,2.3094,127.1,0.0,1.817,40.04633,-70.8872,NaN,NaN
EN706,013,22,2023-08-10 08:05:03+00:00,34.923,34.9256,23.0049,23.0074,203.26611,200.9,207.707,25.904,25.902,1536.54,1536.54,38287.0,222.336832,1595.25,3.939,3.909,25.9049,25.9029,-0.0021,5.391451,5.391584,4.4354,0.5469,0.09,0.0537,0.1945,3.89,1.3735,2.424,2.4246,2.3356,2.3361,0.344,2.7848,153.26,0.0,1.817,40.04632,-70.88723,NaN,NaN
EN706,013,23,2023-08-10 08:05:11+00:00,34.9231,34.9258,23.0038,23.0064,203.25417,200.513,208.247,25.9076,25.9059,1536.55,1536.54,38487.0,222.336928,1603.583,3.601,3.573,25.9084,25.9067,-0.0017,5.391814,5.392012,4.4348,0.5474,0.0898,0.0528,0.0121,0.24,1.4109,2.4199,2.4205,2.3353,2.3358,0.3564,3.0522,167.98,0.0,1.817,40.0463,-70.88724,NaN,NaN
EN706,013,24,2023-08-10 08:05:19+00:00,34.9233,34.9259,23.0038,23.0062,203.25226,200.699,207.437,25.9081,25.907,1536.55,1536.55,38682.0,222.337022,1611.708,3.88,3.85,25.9089,25.9078,-0.0011,5.391904,5.392153,4.434,0.5482,0.0898,0.0532,0.0144,0.29,1.346,2.4243,2.4249,2.3276,2.3282,0.3463,2.6145,143.9,0.0,1.817,40.0463,-70.88726,NaN,NaN
EN706,014,1,2023-08-10 21:52:54+00:00,35.6327,35.6335,26.8738,26.8749,256.44262,142.157,147.772,13.0303,13.0285,1503.04,1503.04,11819.0,222.911729,492.417,117.733,116.795,13.0466,13.0448,-0.0018,4.172569,4.17248,4.196,0.7718,0.0798,-0.0074,0.296,5.92,0.005,1.5671,1.567,1.5273,1.5271,1.065,1e-12,5.292e-13,0.0,188.97,40.25628,-70.8792,NaN,NaN
EN706,014,2,2023-08-10 21:53:01+00:00,35.6328,35.6335,26.8735,26.8742,256.4335,142.58,147.58,13.032,13.0315,1503.05,1503.05,11991.0,222.911812,499.583,117.544,116.607,13.0483,13.0477,-0.0006,4.172738,4.172757,4.1974,0.7705,0.0801,-0.0053,0.299,5.98,0.005,1.5679,1.5677,1.5251,1.5249,1.0488,1e-12,5.292e-13,0.0,188.97,40.25626,-70.87916,NaN,NaN
EN706,014,3,2023-08-10 21:55:57+00:00,35.1702,35.1704,26.3766,26.3769,253.72663,173.741,180.228,13.7124,13.7113,1504.12,1504.11,16202.0,222.913843,675.042,81.014,80.376,13.7239,13.7228,-0.0011,4.188578,4.188487,4.4106,0.5696,0.0851,0.0247,2.1335,42.67,0.0788,1.8205,1.8206,1.7713,1.7714,0.7555,0.022323,0.011701,0.0,190.78,40.25591,-70.87855,NaN,NaN
EN706,014,4,2023-08-10 21:56:05+00:00,35.1701,35.1703,26.3764,26.3768,253.7255,174.103,180.261,13.7127,13.7114,1504.12,1504.11,16397.0,222.913937,683.167,81.01,80.371,13.7242,13.7229,-0.0013,4.188591,4.188486,4.41,0.5702,0.0859,0.0296,2.1352,42.71,0.0627,1.8203,1.8204,1.7725,1.7726,0.7531,0.017108,0.0089673,0.0,190.78,40.2559,-70.87852,NaN,NaN
EN706,014,5,2023-08-10 21:59:16+00:00,34.3642,34.3625,26.0155,26.0149,262.132,195.605,203.055,12.4077,12.4039,1498.44,1498.43,20982.0,222.916148,874.208,58.324,57.867,12.4154,12.4116,-0.0039,3.976707,3.976158,4.3771,0.6005,0.1206,0.2375,3.2562,65.12,0.6596,1.9392,1.9394,1.8888,1.889,0.5983,0.42979,0.24899,0.0,172.61,40.25568,-70.8779,NaN,NaN
EN706,014,6,2023-08-10 21:59:24+00:00,34.3702,34.3663,26.0155,26.0153,261.99115,196.073,203.388,12.4315,12.417,1498.53,1498.48,21187.0,222.916247,882.75,58.427,57.97,12.4392,12.4247,-0.0145,3.979585,3.977801,4.3765,0.601,0.1197,0.2319,3.2483,64.96,0.6604,1.9424,1.9426,1.8903,1.8906,0.562,0.43078,0.25222,0.0,170.8,40.25568,-70.87786,NaN,NaN
EN706,014,7,2023-08-10 22:01:19+00:00,34.143,34.1483,25.6936,25.6962,258.42358,221.017,229.431,13.1705,13.1778,1500.52,1500.55,23934.0,222.917572,997.208,45.413,45.059,13.1767,13.184,0.0073,4.025299,4.026549,4.321,0.6528,0.2053,0.746,3.9027,78.05,1.083,2.1587,2.159,2.0998,2.1001,0.4822,1.3422,0.88979,0.0,150.85,40.25566,-70.87736,NaN,NaN
EN706,014,8,2023-08-10 22:01:28+00:00,34.1298,34.1337,25.6975,25.6964,258.82379,220.085,228.43,13.1,13.1205,1500.27,1500.34,24159.0,222.91768,1006.583,45.549,45.193,13.1062,13.1267,0.0205,4.017206,4.01957,4.3244,0.6496,0.1971,0.6968,3.893,77.86,1.0671,2.1479,2.1482,2.0895,2.0898,0.4633,1.2893,0.86534,0.0,148.99,40.25564,-70.8773,NaN,NaN
EN706,014,9,2023-08-10 22:03:46+00:00,34.3449,34.3368,25.3827,25.3772,246.82518,249.245,258.764,15.3758,15.3723,1507.76,1507.74,27471.0,222.919278,1144.583,39.241,38.935,15.3817,15.3783,-0.0034,4.25856,4.257328,4.2848,0.687,0.185,0.6238,4.212,84.24,1.248,2.4609,2.4613,2.3908,2.3912,0.4439,2.0189,1.5873,0.0,127.19,40.25546,-70.87674,NaN,NaN
EN706,014,10,2023-08-10 22:03:53+00:00,34.3167,34.3169,25.3645,25.3648,246.95022,252.507,262.111,15.36,15.3593,1507.68,1507.68,27637.0,222.919358,1151.5,39.1,38.796,15.3659,15.3653,-0.0007,4.253892,4.253849,4.2904,0.6816,0.1942,0.6793,4.2221,84.44,1.2468,2.4585,2.4589,2.3887,2.3891,0.4022,2.0133,1.583,0.0,127.19,40.25544,-70.87672,NaN,NaN
EN706,014,11,2023-08-10 22:04:23+00:00,34.353,34.3637,25.3894,25.3962,246.81987,247.455,257.659,15.3741,15.3802,1507.77,1507.8,28350.0,222.919701,1181.208,39.104,38.799,15.38,15.3861,0.0061,4.259286,4.261062,4.2833,0.6883,0.2136,0.7956,4.216,84.32,1.2267,2.4462,2.4466,2.3722,2.3726,0.4023,1.9167,1.5513,0.0,123.55,40.2554,-70.87662,NaN,NaN
EN706,014,12,2023-08-10 22:05:53+00:00,34.0923,34.0908,25.0961,25.0984,245.2522,273.884,283.276,15.789,15.7738,1508.6,1508.55,30521.0,222.920748,1271.667,29.838,29.606,15.7936,15.7784,-0.0152,4.269879,4.268245,4.3063,0.6667,0.1652,0.5054,4.6845,93.69,1.5753,2.6585,2.6589,2.5779,2.5783,0.412,4.4285,3.8083,0.0,116.29,40.25522,-70.87628,NaN,NaN
EN706,014,13,2023-08-10 22:06:00+00:00,34.1064,34.0934,25.1073,25.0974,245.23524,273.737,283.199,15.7876,15.7871,1508.61,1508.6,30688.0,222.920829,1278.625,29.911,29.679,15.7922,15.7917,-0.0005,4.271332,4.269817,4.3068,0.6661,0.1578,0.461,4.6816,93.63,1.5705,2.6583,2.6588,2.5754,2.5758,0.4254,4.3782,3.765,0.0,116.29,40.25521,-70.87626,NaN,NaN
EN706,014,14,2023-08-10 22:07:22+00:00,35.0353,35.0336,24.3156,24.3122,218.10072,252.155,260.703,21.742,21.7494,1526.57,1526.59,32654.0,222.921777,1360.542,20.015,19.861,21.7459,21.7533,0.0074,4.975445,4.975986,4.3298,0.6445,0.1245,0.2609,0.8158,16.32,1.9469,2.7388,2.7392,2.6448,2.6452,0.434,10.586,9.4563,0.0,111.95,40.25508,-70.8759,NaN,NaN
EN706,014,15,2023-08-10 22:07:45+00:00,35.0803,35.0833,24.1876,24.187,215.8277,249.391,257.879,22.32,22.3303,1528.13,1528.16,33198.0,222.922039,1383.208,20.163,20.007,22.324,22.3343,0.0103,5.040685,5.042136,4.3236,0.6504,0.122,0.246,2.0917,41.83,1.9486,2.7399,2.7403,2.6423,2.6428,0.4068,10.628,9.5895,0.0,110.84,40.25505,-70.87579,NaN,NaN
EN706,014,16,2023-08-10 22:07:53+00:00,35.0914,35.0909,24.1263,24.1274,214.8869,246.607,254.769,22.5656,22.5602,1528.78,1528.77,33387.0,222.922131,1391.083,20.147,19.991,22.5696,22.5642,-0.0054,5.067468,5.066841,4.3188,0.6549,0.1212,0.2412,1.5489,30.98,1.9516,2.7284,2.7289,2.6288,2.6292,0.3929,10.703,9.6565,0.0,110.84,40.25504,-70.87575,NaN,NaN
EN706,014,17,2023-08-10 22:09:39+00:00,33.3729,33.3738,22.5619,22.5627,213.9003,218.088,225.45,23.479,23.4785,1528.96,1528.96,35936.0,222.92336,1497.292,3.901,3.871,23.4798,23.4793,-0.0005,4.935393,4.935463,4.3595,0.6168,0.1007,0.1186,0.9623,19.25,2.6147,2.4836,2.484,2.3936,2.394,0.4199,49.712,48.0,0.0,103.57,40.2548,-70.87522,NaN,NaN
EN706,014,18,2023-08-10 22:10:06+00:00,33.374,33.375,22.563,22.5637,213.90137,217.528,225.417,23.4783,23.4783,1528.95,1528.95,36599.0,222.92368,1524.917,3.68,3.651,23.4791,23.4791,0.0,4.935458,4.935597,4.3508,0.625,0.0953,0.0862,0.0171,0.34,2.6282,2.4811,2.4815,2.3933,2.3936,0.3762,51.356,50.472,0.0,101.75,40.25468,-70.87518,NaN,NaN
EN706,014,19,2023-08-10 22:10:20+00:00,33.3748,33.3756,22.5631,22.5639,213.89402,217.654,224.847,23.48,23.4793,1528.96,1528.96,36925.0,222.923837,1538.5,3.84,3.811,23.4808,23.4801,-0.0006,4.935743,4.935789,4.3588,0.6175,0.1021,0.1268,0.0129,0.26,2.6119,2.48,2.4804,2.3932,2.3936,0.4071,49.421,49.453,0.0,99.933,40.25462,-70.87516,NaN,NaN
EN706,014,20,2023-08-10 22:10:29+00:00,33.3749,33.3758,22.5628,22.5636,213.8888,218.141,225.579,23.4813,23.4809,1528.97,1528.97,37139.0,222.92394,1547.417,3.893,3.863,23.4821,23.4817,-0.0004,4.935898,4.93598,4.3568,0.6194,0.0995,0.111,1.067,21.34,2.602,2.482,2.4824,2.3951,2.3955,0.3382,48.312,48.344,0.0,99.933,40.2546,-70.87516,NaN,NaN
EN706,014,21,2023-08-10 22:10:39+00:00,33.3745,33.3756,22.5621,22.563,213.88464,217.724,225.905,23.4827,23.4823,1528.96,1528.97,37377.0,222.924055,1557.333,3.679,3.65,23.4834,23.483,-0.0004,4.935959,4.936059,4.358,0.6182,0.1036,0.1357,0.0159,0.32,2.6229,2.4817,2.4821,2.3962,2.3966,0.3192,50.918,51.895,0.0,98.116,40.25458,-70.87516,NaN,NaN
EN706,015,1,2023-08-11 00:07:45+00:00,35.6268,35.6338,26.8934,26.8994,257.08356,141.461,146.522,12.9091,12.9063,1502.89,1502.89,17204.0,223.00538,716.792,133.054,131.9901593604936,12.9274,12.9246,-0.0028,4.16092,4.161373,4.4184,0.5624,0.0793,-0.0104,0.3291,6.58,0.005,1.5563,1.5562,1.5153,1.5152,1.1316,1e-12,5.5037e-11,0.0,1.817,40.14902,-70.87832,0.000453,86.8838
EN706,015,2,2023-08-11 00:07:54+00:00,35.6038,35.6341,26.8728,26.8971,257.05496,141.32,146.53,12.9223,12.9184,1502.91,1502.94,17419.0,223.005483,725.75,133.289,132.22320519820968,12.9406,12.9367,-0.0039,4.15982,4.162608,4.4153,0.5652,0.0842,0.0194,0.3162,6.32,0.005,1.5515,1.5514,1.5103,1.5102,1.1278,1e-12,5.5037e-11,0.0,1.817,40.14896,-70.87829,0.002788,86.8217
EN706,015,3,2023-08-11 00:10:50+00:00,35.7295,35.73,26.6454,26.6462,248.84899,178.087,184.766,14.4799,14.4781,1507.43,1507.43,21637.0,223.007517,901.5,91.589,90.86581720291836,14.4935,14.4917,-0.0018,4.325092,4.324979,4.4766,0.5094,0.0839,0.0176,2.4617,49.23,0.0043,1.877,1.8773,1.8284,1.8286,0.8463,1e-12,5.5037e-11,0.0,1.817,40.14789,-70.8778,-0.000113,88.0426
EN706,015,4,2023-08-11 00:14:03+00:00,35.2621,35.2634,26.2472,26.2481,248.79316,186.602,193.879,14.6568,14.6576,1506.91,1506.91,26277.0,223.009755,1094.833,59.525,59.059580922352445,14.6657,14.6664,0.0008,4.290077,4.290294,4.4235,0.5577,0.168,0.5217,4.1386,82.77,0.0037,1.9498,1.9502,1.9009,1.9012,0.6287,1e-12,5.5037e-11,0.0,1.817,40.14641,-70.87726,0.000217,86.9851
EN706,015,5,2023-08-11 00:14:10+00:00,35.2594,35.2592,26.2467,26.247,248.83376,187.497,194.367,14.6496,14.6476,1506.88,1506.87,26439.0,223.009833,1101.583,59.478,59.012955131522965,14.6584,14.6564,-0.002,4.289069,4.288841,4.4233,0.558,0.1626,0.4896,4.1853,83.71,0.0037,1.9534,1.9538,1.8992,1.8995,0.6573,1e-12,5.5037e-11,0.0,1.817,40.14636,-70.87722,-0.000228,86.9791
EN706,015,6,2023-08-11 00:14:17+00:00,35.2537,35.2543,26.2449,26.2456,248.90296,187.074,193.842,14.6377,14.6364,1506.83,1506.82,26593.0,223.009907,1108.0,59.022,58.56058520547593,14.6465,14.6452,-0.0013,4.287247,4.287184,4.4224,0.5587,0.1641,0.4986,4.1351,82.7,0.0037,1.9524,1.9528,1.8989,1.8992,0.6343,1e-12,5.5037e-11,0.0,1.817,40.14631,-70.87721,-6.3e-05,86.9632
EN706,015,7,2023-08-11 00:17:04+00:00,34.8269,34.8275,25.779,25.7803,246.55731,221.388,229.925,15.2628,15.2593,1508.05,1508.04,30616.0,223.011848,1275.625,44.125,43.78162588101749,15.2696,15.2661,-0.0035,4.301157,4.300884,4.2604,0.7101,0.2805,1.1972,4.9418,98.84,0.0037,2.241,2.2415,2.1759,2.1764,0.4238,1e-12,5.5037e-11,0.0,1.817,40.14519,-70.87652,-0.000273,83.7344
EN706,015,8,2023-08-11 00:17:16+00:00,34.8118,34.8116,25.7814,25.7822,246.89377,221.954,230.107,15.1993,15.1952,1507.83,1507.82,30899.0,223.011984,1287.417,43.938,43.59610084899581,15.206,15.2019,-0.0041,4.293246,4.292827,4.2644,0.7063,0.2757,1.1685,4.9095,98.19,0.0036,2.2401,2.2406,2.1737,2.1741,0.4142,1e-12,5.5037e-11,0.0,1.817,40.14509,-70.87648,-0.000419,83.8134
EN706,015,9,2023-08-11 00:17:26+00:00,34.8845,34.8831,25.7497,25.7509,244.8605,222.006,231.081,15.5925,15.5822,1509.15,1509.11,31150.0,223.012105,1297.875,43.908,43.566337459223554,15.5993,15.589,-0.0103,4.339936,4.338767,4.2619,0.7086,0.3052,1.345,4.9065,98.13,0.0036,2.2463,2.2468,2.1841,2.1845,0.4335,1e-12,5.5037e-11,0.0,1.817,40.14502,-70.87644,-0.001169,83.7647
EN706,015,10,2023-08-11 00:17:34+00:00,34.8587,34.8648,25.7629,25.76,245.61541,220.314,228.767,15.4453,15.4789,1508.66,1508.78,31333.0,223.012193,1305.5,44.263,43.91853729414819,15.4521,15.4857,0.0336,4.322609,4.326589,4.2607,0.7098,0.2725,1.1492,4.9693,99.39,0.0036,2.2515,2.2519,2.1852,2.1856,0.4166,1e-12,5.5037e-11,0.0,1.817,40.14498,-70.8764,0.00398,83.7399
EN706,015,11,2023-08-11 00:17:44+00:00,34.8025,34.8051,25.7823,25.785,247.08692,222.057,230.504,15.1632,15.16,1507.7,1507.69,31571.0,223.012308,1315.417,43.561,43.222073936345566,15.1698,15.1666,-0.0032,4.288659,4.288635,4.2672,0.7036,0.2798,1.1927,4.9186,98.37,0.0036,2.2379,2.2384,2.1751,2.1756,0.4241,1e-12,5.5037e-11,0.0,1.817,40.14492,-70.87635,-2.4e-05,83.8695
EN706,015,12,2023-08-11 00:17:57+00:00,34.8763,34.8806,25.7452,25.7569,244.91406,222.644,230.466,15.5842,15.5471,1509.11,1509.0,31884.0,223.012459,1328.458,43.908,43.566337459223554,15.591,15.5539,-0.0371,4.338208,4.335032,4.2644,0.7063,0.2707,1.138,4.9452,98.9,0.0037,2.2593,2.2598,2.1898,2.1902,0.4419,1e-12,5.5037e-11,0.0,1.817,40.14484,-70.87628,-0.003176,83.8139
EN706,015,13,2023-08-11 00:19:58+00:00,34.5013,35.278,24.7591,25.3629,232.07633,226.731,240.265,18.5226,18.4845,1517.28,1518.05,34791.0,223.013861,1449.583,31.706,31.46021584884274,18.5282,18.4901,-0.0381,4.585244,4.673345,4.3233,0.6507,0.1445,0.3812,0.042,0.84,0.0058,2.4113,2.4118,2.3615,2.3619,0.4016,1e-12,5.5037e-11,0.0,1.817,40.14398,-70.87578,0.088101,84.9876
EN706,015,14,2023-08-11 00:20:05+00:00,33.5572,35.2935,24.0803,25.4115,234.31627,212.846,224.211,18.3488,18.3378,1515.71,1517.65,34957.0,223.013941,1456.5,31.834,31.587213792982457,18.3543,18.3433,-0.011,4.456181,4.660304,4.3269,0.6473,0.1526,0.4299,0.7456,14.91,0.0055,2.2981,2.2985,2.2736,2.2741,0.4329,1e-12,5.5037e-11,0.0,1.817,40.14393,-70.87574,0.204123,85.0591
EN706,015,15,2023-08-11 00:20:27+00:00,34.4587,35.2861,24.8139,25.4496,233.67837,209.217,224.027,18.1714,18.1623,1516.23,1517.14,35490.0,223.014198,1478.708,32.468,32.21624932316947,18.177,18.1679,-0.009,4.545383,4.641717,4.3292,0.6451,0.1548,0.4426,0.8698,17.4,0.0053,2.2578,2.2583,2.2362,2.2367,0.4332,1e-12,5.5037e-11,0.0,1.817,40.1438,-70.87565,0.096334,85.1063
EN706,015,16,2023-08-11 00:23:49+00:00,35.3416,35.3648,24.1103,24.1279,211.89277,179.691,195.648,23.2795,23.2794,1530.94,1530.96,40343.0,223.016538,1680.917,23.538,23.35599655651909,23.2844,23.2843,-0.0001,5.174212,5.17722,4.365,0.6118,0.1113,0.1816,1.8639,37.28,0.0049,2.1882,2.1887,2.2015,2.202,0.3602,1e-12,5.5037e-11,0.0,1.817,40.14255,-70.87468,0.003008,85.8178
EN706,015,17,2023-08-11 00:24:07+00:00,35.3075,35.337,24.0457,24.0723,211.4552,189.946,210.795,23.4123,23.3978,1531.24,1531.24,40774.0,223.016746,1698.875,23.765,23.581228338581063,23.4173,23.4027,-0.0146,5.18365,5.185971,4.3671,0.6098,0.107,0.1563,1.588,31.76,0.0051,2.2883,2.2887,2.2971,2.2975,0.3892,1e-12,5.5037e-11,0.0,1.817,40.14243,-70.87461,0.002321,85.86
EN706,015,18,2023-08-11 00:27:04+00:00,33.8764,33.905,22.8019,22.824,211.43925,178.267,190.282,23.9622,23.9607,1530.7,1530.73,45011.0,223.01879,1875.417,3.185,3.1605285566228973,23.9629,23.9614,-0.0015,5.050389,5.054032,4.3985,0.5808,0.0975,0.0987,0.0096,0.2,1.2978,2.1031,2.1035,2.1072,2.1076,0.387,2.5257,139.01,0.0,1.817,40.14142,-70.87395,0.003643,86.4856
EN706,015,19,2023-08-11 00:27:11+00:00,33.8622,33.8902,22.7906,22.8121,211.45234,179.992,195.51,23.9639,23.9629,1530.7,1530.73,45173.0,223.018868,1882.167,3.409,3.3828056499679873,23.9646,23.9636,-0.001,5.048693,5.052302,4.3904,0.5883,0.0963,0.0919,0.0107,0.21,1.2162,2.1105,2.1109,2.1054,2.1057,0.4137,1.8754,103.22,0.0,1.817,40.14138,-70.87394,0.003609,86.3252
EN706,015,20,2023-08-11 00:27:19+00:00,33.868,33.8864,22.7934,22.8077,211.4236,176.697,181.715,23.9697,23.9683,1530.71,1530.73,45369.0,223.018962,1890.333,3.109,3.085113059357455,23.9704,23.9689,-0.0014,5.050033,5.05233,4.3977,0.5815,0.0946,0.0819,0.5721,11.44,1.2434,2.1235,2.1239,2.0602,2.0605,0.3634,2.0232,111.35,0.0,1.817,40.14132,-70.8739,0.002298,86.4702
