cruise,cast,niskin,date,sal00,sal11,sigma_t00,sigma_t11,oxsatmm_kg,sbox0mm_kg,potemp090c,potemp190c,svcm,svcm1,scan,timej,times,prdm,depsm,t090c,t190c,t2_t190c,c0s_m,c1s_m,v0,fleco_afl,v1,turbwetntu0,v2,altm,v3,sbeox0v,v4,par,cpar,v5,cstarat0,cstartr0,v6,v7,spar,latitude,longitude
AT46,4,1,2022-02-17 10:25:35+00:00,33.3906,33.3803,25.9813,25.9743,289.33058,263.654,8.1909,8.1834,1481.74,1481.7,11523.0,48.434422,480.083,32.072,31.823,8.1941,8.1866,-0.0075,3.489831,3.48819,0.1119,0.4922,0.07,0.114,3.1041,62.08,2.4989,2.4991,0.0096,3.2981e-05,0.00086768,4.5815,0.1023,97.4734,0.1428,0.0002,4.0409,40.36654,-70.77656
AT46,4,2,2022-02-17 10:25:43+00:00,33.3838,33.3755,25.981,25.9748,289.56475,264.059,8.1574,8.1548,1481.6,1481.58,11716.0,48.434515,488.125,32.052,31.802,8.1605,8.158,-0.0025,3.486187,3.485177,0.1129,0.5064,0.0688,0.1065,3.1035,62.07,2.4984,2.4986,0.0096,3.2214e-05,0.00085684,4.5804,0.1032,97.4522,0.1565,0.0001,4.1852,40.36653,-70.77654
AT46,4,3,2022-02-17 10:33:46+00:00,33.4219,33.4141,25.9748,25.9688,287.91587,263.112,8.4007,8.3999,1482.09,1482.07,23328.0,48.440115,971.958,3.358,3.332,8.401,8.4003,-0.0007,3.510059,3.509256,0.113,0.5064,0.0675,0.099,4.5533,91.07,2.5113,2.5115,0.4339,0.18205,3.6835,4.5924,0.0928,97.7076,0.1431,0.0002,5.1955,40.3665,-70.77604
AT46,4,4,2022-02-17 10:33:57+00:00,33.4219,33.4139,25.9748,25.9687,287.91319,262.877,8.401,8.4002,1482.09,1482.08,23574.0,48.440234,982.208,3.475,3.448,8.4014,8.4006,-0.0008,3.510106,3.509278,0.111,0.4805,0.0706,0.1174,4.5647,91.3,2.5111,2.5113,0.3945,0.15639,3.0682,4.5909,0.0941,97.6736,0.1431,0.0002,5.3398,40.36652,-70.77602
AT46,5,1,2022-02-17 12:01:19+00:00,34.0917,34.0803,26.1609,26.1537,273.69584,227.642,10.4658,10.4562,1491.85,1491.8,6704.0,48.500906,279.292,86.552,85.868,10.476,10.4664,-0.0095,3.768113,3.766104,0.0915,0.2265,0.1615,0.6633,0.2817,5.63,2.3166,2.3166,0.0093,2.3777e-05,2040.8,4.1251,0.5228,87.7466,0.187,0.0001,3.644,40.36382,-70.9916
AT46,6,1,2022-02-17 13:09:51+00:00,33.8053,33.7993,26.11,26.1052,280.46518,236.66,9.4426,9.443,1487.84,1487.84,9735.0,48.548502,405.583,88.242,87.545,9.4523,9.4527,0.0004,3.645756,3.645216,0.1019,0.3629,0.1711,0.7208,0.2726,5.45,2.345,2.3452,0.0094,2.5311e-05,0.00065077,4.1733,0.4764,88.7748,0.1552,0.0001,4.2935,40.36399,-70.88144
AT46,6,2,2022-02-17 13:09:59+00:00,33.8072,33.799,26.1109,26.1052,280.44237,236.949,9.4457,9.4416,1487.85,1487.83,9924.0,48.548593,413.458,88.185,87.488,9.4554,9.4512,-0.0042,3.646215,3.645047,0.1003,0.3419,0.1466,0.5737,0.2759,5.52,2.3463,2.3464,0.0093,2.4544e-05,0.00058569,4.1891,0.4611,89.1115,0.1629,0.0003,4.4017,40.364,-70.88144
AT46,6,3,2022-02-17 13:12:25+00:00,33.776,33.7655,26.0889,26.0814,280.59294,240.877,9.4324,9.4277,1487.63,1487.6,13439.0,48.550288,559.917,80.074,79.442,9.4411,9.4365,-0.0047,3.641538,3.6401,0.0973,0.302,0.1076,0.3397,0.6827,13.66,2.3752,2.3755,0.0095,4.1609e-05,0.00099151,4.4075,0.2575,93.7659,0.1864,0.0002,4.5821,40.3641,-70.88146
AT46,6,4,2022-02-17 13:12:33+00:00,33.7694,33.7638,26.0853,26.0806,280.66745,241.337,9.4225,9.4244,1487.59,1487.59,13626.0,48.550379,567.708,79.964,79.333,9.4313,9.4331,0.0018,3.639988,3.639618,0.0931,0.2486,0.1011,0.301,0.6812,13.62,2.3794,2.3796,0.0096,3.068e-05,0.00066161,4.4136,0.2519,93.8971,0.15,0.0002,4.8347,40.3641,-70.88146
AT46,6,5,2022-02-17 13:14:47+00:00,33.5067,33.4966,26.0172,26.0072,286.70939,255.387,8.553,8.5667,1483.91,1483.95,16848.0,48.551932,701.958,71.98,71.414,8.5603,8.574,0.0137,3.535451,3.53573,0.1006,0.3451,0.0735,0.1346,1.0891,21.78,2.447,2.4473,0.0095,2.9146e-05,0.00063269,4.5727,0.11,97.2864,0.1609,0.0001,4.9429,40.3641,-70.88138
AT46,6,6,2022-02-17 13:14:55+00:00,33.5067,33.5022,26.0179,26.0125,286.73868,255.547,8.5484,8.5603,1483.9,1483.94,17038.0,48.552024,709.875,72.099,71.532,8.5558,8.5677,0.0119,3.535047,3.535695,0.1016,0.3593,0.0732,0.1331,1.0795,21.59,2.4469,2.4472,0.0101,0.00015066,0.0034489,4.5701,0.1123,97.2307,0.1522,0.0002,4.9068,40.3641,-70.88138
AT46,6,7,2022-02-17 13:18:00+00:00,33.3507,33.3415,25.9923,25.9856,291.31185,263.943,7.9014,7.8976,1480.9,1480.87,21478.0,48.554165,894.875,50.21,49.818,7.9062,7.9024,-0.0038,3.461166,3.45997,0.1117,0.4899,0.0732,0.1331,2.1827,43.65,2.4823,2.4827,0.6568,0.37279,7.175,4.5534,0.1269,96.8765,0.1361,0.0002,5.5563,40.36404,-70.88128
AT46,6,8,2022-02-17 13:18:12+00:00,33.3491,33.34,25.9922,25.9851,291.36928,264.151,7.8933,7.8929,1480.86,1480.85,21755.0,48.554299,906.417,49.909,49.519,7.8981,7.8977,-0.0004,3.460277,3.459397,0.1091,0.4562,0.0743,0.14,2.1995,43.99,2.483,2.4834,0.6673,0.38458,8.321,4.5511,0.129,96.8265,0.1588,0.0002,4.9429,40.36402,-70.88128
AT46,6,9,2022-02-17 13:18:21+00:00,33.3497,33.3405,25.9925,25.9852,291.35514,264.041,7.8952,7.8957,1480.87,1480.86,21970.0,48.554402,915.375,50.049,49.658,7.9,7.9005,0.0005,3.460518,3.459704,0.1149,0.5314,0.0722,0.1273,2.1904,43.81,2.4816,2.482,0.6592,0.37544,7.2279,4.5512,0.1289,96.8281,0.152,0.0001,5.448,40.364,-70.88128
AT46,6,10,2022-02-17 13:18:28+00:00,33.3514,33.3423,25.9923,25.9848,291.28456,263.906,7.9053,7.9081,1480.91,1480.91,22148.0,48.554488,922.792,50.11,49.718,7.9101,7.9129,0.0028,3.461578,3.460977,0.1141,0.5216,0.0754,0.1466,2.1874,43.75,2.4823,2.4827,0.6528,0.36836,6.7696,4.5521,0.1281,96.8473,0.1528,0.0002,5.5563,40.364,-70.88128
AT46,6,11,2022-02-17 13:20:37+00:00,33.3521,33.3431,25.9922,25.9852,291.24943,264.014,7.9118,7.9109,1480.69,1480.67,25238.0,48.555978,1051.542,35.078,34.805,7.9152,7.9143,-0.0009,3.461435,3.46051,0.1086,0.4504,0.0756,0.1479,2.9479,58.96,2.4868,2.4872,1.2955,1.9857,39.553,4.5505,0.1295,96.8138,0.1498,0.0002,5.2315,40.36378,-70.88126
AT46,6,12,2022-02-17 13:20:48+00:00,33.3468,33.3379,25.992,25.9851,291.44107,264.507,7.8846,7.8831,1480.57,1480.56,25506.0,48.556108,1062.708,34.929,34.658,7.888,7.8865,-0.0015,3.458509,3.457539,0.1083,0.4462,0.073,0.1318,2.9599,59.2,2.4874,2.4878,1.2995,2.005,41.661,4.5473,0.1323,96.7453,0.1447,0.0002,5.0511,40.36376,-70.88126
AT46,6,13,2022-02-17 13:23:09+00:00,33.3437,33.335,25.9914,25.9847,291.53251,264.709,7.8731,7.8719,1480.31,1480.3,28883.0,48.557736,1203.417,22.145,21.973,7.8752,7.874,-0.0012,3.456514,3.455594,0.1135,0.5129,0.0754,0.1464,3.6033,72.07,2.4928,2.4932,1.9566,9.4874,187.41,4.5421,0.1369,96.6343,0.1488,0.0003,5.3759,40.36354,-70.88122
AT46,6,14,2022-02-17 13:23:16+00:00,33.3438,33.3352,25.9914,25.9848,291.52955,264.799,7.8735,7.8723,1480.31,1480.3,29059.0,48.557821,1210.75,21.978,21.807,7.8756,7.8744,-0.0012,3.456553,3.455638,0.1124,0.4987,0.0726,0.1297,3.6135,72.27,2.4948,2.4952,1.9685,9.7547,198.98,4.5479,0.1319,96.757,0.1435,0.0002,5.1594,40.36352,-70.88122
AT46,6,15,2022-02-17 13:23:24+00:00,33.3435,33.3348,25.9917,25.985,291.5577,264.7,7.8693,7.8688,1480.3,1480.29,29233.0,48.557905,1218.0,22.299,22.126,7.8715,7.8709,-0.0006,3.456168,3.455305,0.1093,0.4588,0.0758,0.1489,3.5978,71.96,2.4928,2.4932,1.9458,9.2565,173.63,4.5453,0.1341,96.7033,0.1672,0.0001,5.5202,40.3635,-70.88122
AT46,6,16,2022-02-17 13:23:32+00:00,33.3441,33.3352,25.9918,25.9849,291.53738,264.56,7.8722,7.8715,1480.31,1480.3,29435.0,48.558003,1226.417,22.33,22.156,7.8744,7.8737,-0.0007,3.45648,3.455584,0.108,0.4423,0.0731,0.1325,3.5921,71.84,2.4922,2.4926,1.9451,9.2364,168.8,4.5401,0.1387,96.5918,0.1357,0.0003,5.7367,40.3635,-70.88122
AT46,6,17,2022-02-17 13:26:47+00:00,33.3471,33.3387,25.9902,25.9835,291.35038,265.279,7.9013,7.9016,1480.1,1480.09,34120.0,48.560262,1421.625,2.721,2.7,7.9016,7.9019,0.0003,3.458322,3.457564,0.1169,0.5569,0.0741,0.1386,4.0204,80.41,2.5022,2.5026,3.21,172.01,3106.8,4.5362,0.1422,96.5089,0.1194,0.0002,5.7727,40.36336,-70.88123
AT46,6,18,2022-02-17 13:26:54+00:00,33.347,33.3385,25.9902,25.9835,291.35366,264.84,7.9008,7.9009,1480.1,1480.09,34291.0,48.560344,1428.75,2.958,2.935,7.9011,7.9012,0.0001,3.458282,3.457498,0.1137,0.5158,0.0757,0.1483,4.5623,91.25,2.501,2.5014,3.1706,157.03,3068.3,4.5406,0.1382,96.604,0.1534,0.0002,5.3759,40.36336,-70.88124
AT46,6,19,2022-02-17 13:27:01+00:00,33.3468,33.3383,25.9899,25.9833,291.34614,264.995,7.902,7.9012,1480.1,1480.09,34449.0,48.560421,1435.333,2.924,2.902,7.9023,7.9015,-0.0008,3.45837,3.457505,0.1117,0.4899,0.074,0.1379,4.5675,91.35,2.5014,2.5018,3.1673,156.25,3045.4,4.5417,0.1373,96.6253,0.1438,0.0002,5.4119,40.36336,-70.88124
AT46,6,20,2022-02-17 13:27:08+00:00,33.3465,33.338,25.9898,25.9832,291.35404,265.323,7.9009,7.9003,1480.1,1480.09,34624.0,48.560505,1442.625,3.181,3.157,7.9012,7.9006,-0.0006,3.458255,3.457412,0.1136,0.5148,0.0746,0.1415,4.5696,91.39,2.5027,2.5031,3.1567,152.03,2792.8,4.5419,0.1371,96.6311,0.1456,0.0002,5.6645,40.36336,-70.88126
AT46,6,21,2022-02-17 13:27:15+00:00,33.3469,33.3383,25.9898,25.9833,291.34419,265.06,7.9023,7.9012,1480.11,1480.09,34788.0,48.560584,1449.458,3.169,3.145,7.9026,7.9015,-0.0011,3.45841,3.457515,0.1132,0.509,0.0749,0.1431,4.578,91.56,2.5015,2.5019,3.1499,149.71,2720.6,4.5429,0.1362,96.6524,0.1605,0.0003,5.6284,40.36336,-70.88126
AT46,6,22,2022-02-17 13:27:22+00:00,33.3465,33.3379,25.9899,25.9832,291.36071,265.148,7.8999,7.8997,1480.1,1480.08,34949.0,48.560662,1456.167,2.957,2.935,7.9002,7.9,-0.0002,3.458153,3.457337,0.1132,0.5093,0.073,0.1321,4.5753,91.51,2.5019,2.5022,3.1634,154.57,2827.9,4.5419,0.1371,96.63,0.1316,0.0003,5.7367,40.36336,-70.88126
AT46,6,23,2022-02-17 13:27:29+00:00,33.3465,33.3372,25.9899,25.9835,291.36065,265.167,7.9,7.894,1480.1,1480.06,35116.0,48.560742,1463.125,2.982,2.959,7.9002,7.8943,-0.006,3.458154,3.456762,0.1113,0.4847,0.0745,0.141,4.5755,91.51,2.5017,2.5021,3.1828,161.53,3169.1,4.5429,0.1362,96.6513,0.1514,0.0001,5.3037,40.36336,-70.88126
AT46,6,24,2022-02-17 13:27:36+00:00,33.3462,33.3378,25.9899,25.9832,291.3699,265.123,7.8987,7.8988,1480.09,1480.08,35291.0,48.560827,1470.417,2.763,2.741,7.8989,7.8991,0.0001,3.458003,3.457228,0.1106,0.4763,0.071,0.1201,4.5812,91.62,2.5012,2.5016,3.1954,166.4,3012.0,4.5408,0.1381,96.6067,0.1497,0.0002,5.7727,40.36336,-70.88126
AT46,7,1,2022-02-17 21:36:47+00:00,35.0946,35.0854,27.577,27.5697,297.91005,180.108,6.3409,6.3417,1484.62,1484.61,24972.0,48.900538,1040.458,500.592,496.166,6.3866,6.3874,0.0007,3.503134,3.502378,0.0703,-0.0478,0.0532,0.0135,0.5448,10.9,1.7534,1.7545,0.0087,1.5436e-05,0.00032719,4.7637,-0.054,101.3582,0.7587,0.0002,4.4378,39.7727,-70.8816
AT46,7,2,2022-02-17 21:49:41+00:00,35.4406,35.4356,27.0701,27.0661,266.54038,117.37,11.2369,11.2374,1498.57,1498.57,43543.0,48.909494,1814.25,226.848,224.991,11.2655,11.266,0.0005,3.983989,3.983533,0.0699,-0.0533,0.0557,0.0285,0.4827,9.65,1.4613,1.4625,0.0087,9.971e-06,0.00019162,4.7452,-0.0383,100.9637,0.7838,0.0002,4.8707,39.77264,-70.88098
AT46,7,3,2022-02-17 21:54:46+00:00,35.7712,35.7679,26.7678,26.7646,250.88847,164.085,14.0505,14.0536,1507.22,1507.22,50863.0,48.913024,2119.25,157.018,155.759,14.0734,14.0765,0.0032,4.29067,4.290636,0.074,0.0001,0.0569,0.0353,0.0294,0.59,1.9303,1.932,0.0089,1.1505e-05,0.00022415,4.7278,-0.0237,100.593,0.3517,0.0002,5.1955,39.77264,-70.8808
AT46,7,4,2022-02-17 21:59:44+00:00,35.7178,35.7131,26.6965,26.6929,250.26954,211.447,14.1995,14.199,1506.67,1506.66,58020.0,48.916475,2417.458,100.144,99.355,14.2142,14.2137,-0.0006,4.296393,4.295832,0.0929,0.2453,0.061,0.0599,0.0334,0.67,2.3532,2.3552,0.0094,2.6845e-05,0.00063269,4.6742,0.022,99.4506,0.1535,0.0002,4.6903,39.77264,-70.88076
AT46,7,5,2022-02-17 22:04:22+00:00,35.7474,35.7426,26.6895,26.6854,249.51936,211.647,14.3434,14.3451,1506.6,1506.6,64697.0,48.919695,2695.667,67.24,66.715,14.3533,14.355,0.0018,4.31195,4.311605,0.0999,0.337,0.0627,0.0703,0.0355,0.71,2.3665,2.3683,0.2658,0.087247,1.8057,4.6479,0.0446,98.8903,0.1237,0.0001,5.1955,39.77262,-70.88068
AT46,7,6,2022-02-17 22:04:35+00:00,35.7465,35.7416,26.6905,26.6867,249.55967,211.683,14.3356,14.3357,1506.58,1506.58,65008.0,48.919845,2708.625,67.436,66.909,14.3456,14.3456,0.0001,4.311092,4.310573,0.0993,0.3289,0.062,0.0657,0.0386,0.77,2.3667,2.3685,0.2372,0.074726,1.5567,4.6445,0.0476,98.8181,0.1412,0.0003,5.1594,39.77261,-70.88068
AT46,7,7,2022-02-17 22:04:52+00:00,35.7466,35.7415,26.6897,26.6859,249.53924,211.362,14.3397,14.3392,1506.59,1506.58,65412.0,48.92004,2725.458,67.252,66.727,14.3496,14.3491,-0.0006,4.311492,4.310893,0.1019,0.3629,0.0642,0.0792,1.3456,26.91,2.3648,2.3666,0.2425,0.077015,1.7173,4.6471,0.0453,98.8738,0.1492,0.0003,4.7986,39.7726,-70.88068
AT46,7,8,2022-02-17 22:09:21+00:00,35.7367,35.7314,26.6861,26.6823,249.64995,213.567,14.3242,14.3224,1506.16,1506.15,71878.0,48.923158,2994.875,45.678,45.324,14.331,14.3291,-0.0019,4.307595,4.306833,0.1016,0.3584,0.0605,0.0567,0.0362,0.72,2.3867,2.3882,0.7806,0.53149,11.569,4.6393,0.052,98.7071,0.1319,0.0002,4.8707,39.77262,-70.8806
AT46,7,9,2022-02-17 22:09:52+00:00,35.7333,35.7287,26.6859,26.6821,249.71349,213.708,14.3127,14.314,1506.13,1506.13,72608.0,48.92351,3025.292,46.329,45.97,14.3195,14.3208,0.0014,4.306115,4.305758,0.1023,0.3688,0.0626,0.0696,1.2416,24.83,2.3895,2.3911,0.7582,0.49933,10.248,4.6388,0.0525,98.696,0.1489,0.0002,5.2315,39.7726,-70.88056
AT46,7,10,2022-02-17 22:10:15+00:00,35.733,35.7265,26.6859,26.6818,249.72054,213.978,14.3114,14.3074,1506.13,1506.11,73176.0,48.923784,3048.958,46.158,45.8,14.3182,14.3141,-0.004,4.305941,4.304845,0.1009,0.3497,0.0615,0.0627,0.0359,0.72,2.3914,2.393,0.7404,0.47485,9.6443,4.6378,0.0534,98.6747,0.149,0.0003,5.2315,39.77262,-70.88056
AT46,7,11,2022-02-17 22:10:31+00:00,35.744,35.7398,26.6858,26.6821,249.4987,213.398,14.3518,14.3535,1506.26,1506.26,73547.0,48.923963,3064.417,45.911,45.555,14.3586,14.3603,0.0017,4.311149,4.310855,0.1056,0.4102,0.0609,0.0596,0.6422,12.84,2.3871,2.3886,0.7338,0.46609,9.9556,4.6348,0.056,98.6104,0.1489,0.0001,4.979,39.77264,-70.88054
AT46,7,12,2022-02-17 22:10:45+00:00,35.741,35.7369,26.6859,26.6822,249.561,213.427,14.3404,14.3426,1506.23,1506.23,73878.0,48.924123,3078.208,46.202,45.844,14.3472,14.3494,0.0022,4.309702,4.309477,0.108,0.4416,0.0606,0.0573,0.034,0.68,2.3876,2.3891,0.7162,0.44337,8.7363,4.6381,0.0531,98.6811,0.1489,0.0002,5.2315,39.77266,-70.88054
AT46,7,13,2022-02-17 22:14:30+00:00,35.6851,35.6803,26.6776,26.6738,250.47829,217.456,14.1811,14.1814,1505.22,1505.22,79289.0,48.926732,3303.667,21.088,20.926,14.1842,14.1845,0.0003,4.286318,4.285832,0.1082,0.4442,0.0609,0.0596,0.03,0.6,2.4217,2.423,1.3072,2.0429,42.648,4.6356,0.0553,98.6285,0.1223,0.0003,5.0151,39.77262,-70.88028
AT46,7,14,2022-02-17 22:14:40+00:00,35.6855,35.6804,26.6777,26.6739,250.47279,217.099,14.1821,14.1815,1505.23,1505.22,79525.0,48.926846,3313.5,20.955,20.794,14.1851,14.1846,-0.0005,4.286448,4.28585,0.103,0.3778,0.0613,0.0618,0.5676,11.35,2.4195,2.4209,1.304,2.0269,40.76,4.6321,0.0583,98.552,0.1481,0.0003,5.2676,39.77264,-70.88028
AT46,7,15,2022-02-17 22:14:53+00:00,35.6841,35.6792,26.6774,26.6736,250.49348,217.26,14.1784,14.1786,1505.22,1505.21,79837.0,48.926997,3326.5,21.173,21.01,14.1815,14.1817,0.0002,4.285949,4.285436,0.1026,0.3723,0.0614,0.0619,0.0386,0.77,2.4204,2.4218,1.2865,1.9429,40.365,4.6345,0.0562,98.6051,0.1223,0.0002,5.0511,39.77264,-70.88028
AT46,7,16,2022-02-17 22:15:10+00:00,35.6846,35.6796,26.6775,26.6737,250.48429,217.534,14.1801,14.1795,1505.22,1505.21,80239.0,48.92719,3343.25,20.853,20.693,14.1831,14.1826,-0.0005,4.286155,4.28556,0.1026,0.3717,0.0611,0.0603,0.5716,11.43,2.4211,2.4225,1.2856,1.9383,46.43,4.6336,0.0571,98.5839,0.148,0.0001,4.4739,39.77264,-70.88028
AT46,7,17,2022-02-17 22:15:21+00:00,35.6833,35.6782,26.6771,26.6733,250.50314,217.36,14.1768,14.1762,1505.21,1505.2,80510.0,48.927321,3354.542,21.099,20.937,14.1799,14.1793,-0.0006,4.285694,4.285095,0.1062,0.4186,0.0611,0.0603,0.6456,12.91,2.4211,2.4225,1.2797,1.9121,40.131,4.6325,0.0579,98.5621,0.1482,0.0002,5.0151,39.77264,-70.88027
AT46,7,18,2022-02-17 22:18:35+00:00,35.6815,35.6765,26.6778,26.6741,250.55562,217.389,14.1696,14.1689,1504.88,1504.88,85158.0,48.929563,3548.208,3.569,3.542,14.1701,14.1695,-0.0007,4.283737,4.283135,0.1038,0.3866,0.0606,0.0573,0.0218,0.44,2.4251,2.4263,1.8826,8.0026,171.61,4.6322,0.0582,98.5552,0.1473,0.0002,4.979,39.77264,-70.88024
AT46,7,19,2022-02-17 22:18:47+00:00,35.6815,35.6765,26.6779,26.6742,250.55734,217.514,14.1692,14.1687,1504.89,1504.88,85453.0,48.929705,3560.5,3.711,3.683,14.1698,14.1692,-0.0005,4.283711,4.28312,0.1038,0.3869,0.0611,0.0603,0.5513,11.03,2.4271,2.4283,1.8856,8.0516,171.86,4.6305,0.0597,98.5191,0.1475,0.0002,4.979,39.77265,-70.88024
AT46,7,20,2022-02-17 22:18:57+00:00,35.6813,35.6764,26.6778,26.6741,250.55814,217.524,14.1692,14.1688,1504.88,1504.88,85696.0,48.929822,3570.625,3.565,3.538,14.1697,14.1693,-0.0004,4.283679,4.283109,0.1073,0.4325,0.0605,0.0567,0.0181,0.36,2.4265,2.4277,1.9068,8.4563,168.1,4.6314,0.0589,98.5372,0.1474,0.0002,5.2676,39.77266,-70.88024
AT46,7,21,2022-02-17 22:19:07+00:00,35.6813,35.6763,26.6778,26.674,250.55854,217.64,14.1692,14.1688,1504.87,1504.87,85925.0,48.929932,3580.167,3.061,3.037,14.1696,14.1692,-0.0003,4.283644,4.283077,0.1037,0.3862,0.0607,0.0582,0.3197,6.39,2.4265,2.4277,1.9677,9.7654,226.47,4.631,0.0592,98.5297,0.1314,0.0002,4.6182,39.77264,-70.88024
AT46,7,22,2022-02-17 22:19:17+00:00,35.6811,35.6761,26.6777,26.674,250.55999,217.441,14.1688,14.1682,1504.89,1504.88,86180.0,48.930055,3590.792,3.908,3.878,14.1694,14.1688,-0.0006,4.283643,4.283044,0.1068,0.4264,0.0616,0.0634,0.5548,11.1,2.4265,2.4276,1.9109,8.5322,185.23,4.6316,0.0587,98.5425,0.122,0.0001,4.8347,39.77264,-70.88024
AT46,7,23,2022-02-17 22:19:28+00:00,35.681,35.6758,26.6777,26.6738,250.56218,217.792,14.1685,14.1676,1504.88,1504.87,86448.0,48.930185,3601.958,3.546,3.519,14.169,14.1681,-0.0009,4.283572,4.282926,0.1081,0.4436,0.0625,0.0688,0.4533,9.07,2.4278,2.4289,1.9344,9.0123,191.43,4.6326,0.0579,98.5627,0.1217,0.0002,4.9429,39.77263,-70.88022
AT46,7,24,2022-02-17 22:19:40+00:00,35.6799,35.6747,26.6774,26.6737,250.5779,217.703,14.1657,14.1645,1504.88,1504.87,86713.0,48.930312,3613.0,3.92,3.89,14.1663,14.165,-0.0012,4.283199,4.282519,0.1032,0.3794,0.0611,0.0603,0.485,9.7,2.4264,2.4275,1.8801,7.9409,170.46,4.6313,0.059,98.5361,0.1297,0.0003,4.9429,39.77262,-70.88022
AT46,8,1,2022-02-18 04:27:21+00:00,35.657,35.6541,26.8116,26.812,254.32438,153.297,13.4226,13.4095,1504.79,1504.74,11905.0,49.185648,496.0,142.614,141.471,13.4428,13.4296,-0.0132,4.215327,4.213722,0.0724,-0.021,0.0724,0.1285,0.3476,6.95,1.8273,1.8271,0.0087,6.903e-06,0.00026031,4.6308,0.0595,98.5244,0.4684,0.0002,2.9585,40.09078,-70.86982
AT46,8,2,2022-02-18 04:27:30+00:00,35.6602,35.6509,26.817,26.808,254.39355,153.214,13.4082,13.4171,1504.75,1504.77,12136.0,49.18576,505.625,142.898,141.753,13.4284,13.4373,0.0089,4.214255,4.214153,0.0724,-0.0203,0.076,0.1499,0.3308,6.62,1.8292,1.829,0.0089,1.0738e-05,0.00038323,4.6313,0.059,98.535,0.4354,0.0003,2.9224,40.09078,-70.86979
AT46,8,3,2022-02-18 04:31:45+00:00,35.1075,35.1008,26.4921,26.4871,258.04952,218.896,12.9075,12.9061,1501.71,1501.7,18252.0,49.188709,760.458,100.131,99.339,12.9212,12.9198,-0.0014,4.104557,4.103717,0.078,0.0523,0.0614,0.0624,2.4446,48.89,2.3578,2.3582,0.0096,3.3748e-05,2040.8,4.6851,0.0127,99.6821,0.1494,0.0002,3.4997,40.09072,-70.86914
AT46,8,4,2022-02-18 04:31:59+00:00,35.1093,35.1028,26.4924,26.4876,258.01815,218.726,12.9127,12.9115,1501.74,1501.72,18582.0,49.188868,774.208,100.357,99.564,12.9265,12.9252,-0.0013,4.105269,4.104466,0.078,0.052,0.0627,0.0703,2.4288,48.58,2.3586,2.359,0.0097,3.4515e-05,0.0010485,4.6842,0.0135,99.663,0.1495,0.0002,3.7162,40.09072,-70.86911
AT46,8,5,2022-02-18 04:35:11+00:00,34.9764,34.9706,26.4642,26.4597,260.28374,224.405,12.5387,12.5387,1500.0,1499.99,23207.0,49.191099,966.917,80.923,80.287,12.5495,12.5495,0.0,4.054046,4.053447,0.0788,0.0629,0.0604,0.0561,3.3902,67.8,2.392,2.3925,0.0096,3.4515e-05,0.00098699,4.6996,0.0004,99.9907,0.1494,0.0002,3.8605,40.09068,-70.86859
AT46,8,6,2022-02-18 04:35:24+00:00,34.9771,34.9701,26.4645,26.4595,260.2756,224.308,12.54,12.5381,1500.0,1499.98,23509.0,49.191244,979.5,80.659,80.025,12.5507,12.5489,-0.0019,4.05423,4.053325,0.0784,0.0574,0.0606,0.0573,3.4091,68.18,2.3926,2.3932,0.0097,3.9213e-05,0.0012319,4.6979,0.0018,99.9557,0.1495,0.0002,3.6801,40.09068,-70.86856
AT46,8,7,2022-02-18 04:35:36+00:00,34.9806,34.9733,26.4653,26.4601,260.21676,224.626,12.5496,12.5472,1500.04,1500.02,23802.0,49.191386,991.708,80.967,80.33,12.5604,12.5581,-0.0024,4.055544,4.054556,0.079,0.0646,0.0594,0.0504,3.3891,67.78,2.3923,2.3928,0.0097,3.4515e-05,2040.8,4.6988,0.001,99.9748,0.1496,0.0002,3.5358,40.09068,-70.86853
AT46,8,8,2022-02-18 04:35:46+00:00,34.9755,34.9686,26.4641,26.4592,260.30251,224.577,12.5356,12.5332,1499.97,1499.96,24034.0,49.191497,1001.375,80.243,79.612,12.5463,12.5439,-0.0024,4.053612,4.052665,0.0775,0.0458,0.0614,0.0622,3.4206,68.41,2.3936,2.3941,0.0096,3.2981e-05,0.00097614,4.6985,0.0012,99.9695,0.1495,0.0002,3.608,40.09069,-70.8685
AT46,8,9,2022-02-18 04:38:34+00:00,34.5847,34.5774,26.4143,26.4086,268.48331,237.636,11.2005,11.2006,1494.61,1494.6,28062.0,49.19344,1169.208,61.361,60.882,11.2081,11.2081,0.0,3.884918,3.884179,0.0921,0.235,0.0625,0.0687,4.3535,87.07,2.4434,2.444,0.0097,3.5282e-05,0.00094,4.6636,0.0311,99.2255,0.1412,0.0002,4.1492,40.09064,-70.86806
AT46,8,10,2022-02-18 04:38:45+00:00,34.5844,34.5762,26.4146,26.4083,268.50029,237.382,11.1978,11.197,1494.58,1494.56,28334.0,49.193571,1180.542,59.979,59.51,11.2052,11.2045,-0.0008,3.884554,3.883649,0.0895,0.2012,0.0613,0.0618,4.4219,88.44,2.4424,2.443,0.0096,3.4515e-05,0.00091107,4.665,0.03,99.2541,0.1448,0.0001,4.1492,40.09066,-70.86802
